Real-time data - subject to revision
Copyright Environment Canada(2024)

"Real-Time Hydrometric Data for WASI RIVER NEAR ASTORVILLE (02DD024) [ON]"

02DD024,"WASI RIVER NEAR ASTORVILLE"
Description of parameters:
47,"Discharge (unit values)",m³/s

Date (EST),Parameter ,Value (m³/s),Approval,Qualifier
2024-07-07 03:50:00,47,4.63,Provisional,UNSPECIFIED
2024-07-07 03:55:00,47,4.61,Provisional,UNSPECIFIED
2024-07-07 04:00:00,47,4.61,Provisional,UNSPECIFIED
2024-07-07 04:05:00,47,4.60,Provisional,UNSPECIFIED
2024-07-07 04:10:00,47,4.60,Provisional,UNSPECIFIED
2024-07-07 04:15:00,47,4.58,Provisional,UNSPECIFIED
2024-07-07 04:20:00,47,4.58,Provisional,UNSPECIFIED
2024-07-07 04:25:00,47,4.57,Provisional,UNSPECIFIED
2024-07-07 04:30:00,47,4.57,Provisional,UNSPECIFIED
2024-07-07 04:35:00,47,4.57,Provisional,UNSPECIFIED
2024-07-07 04:40:00,47,4.55,Provisional,UNSPECIFIED
2024-07-07 04:45:00,47,4.54,Provisional,UNSPECIFIED
2024-07-07 04:50:00,47,4.55,Provisional,UNSPECIFIED
2024-07-07 04:55:00,47,4.54,Provisional,UNSPECIFIED
2024-07-07 05:00:00,47,4.53,Provisional,UNSPECIFIED
2024-07-07 05:05:00,47,4.53,Provisional,UNSPECIFIED
2024-07-07 05:10:00,47,4.51,Provisional,UNSPECIFIED
2024-07-07 05:15:00,47,4.51,Provisional,UNSPECIFIED
2024-07-07 05:20:00,47,4.50,Provisional,UNSPECIFIED
2024-07-07 05:25:00,47,4.50,Provisional,UNSPECIFIED
2024-07-07 05:30:00,47,4.50,Provisional,UNSPECIFIED
2024-07-07 05:35:00,47,4.48,Provisional,UNSPECIFIED
2024-07-07 05:40:00,47,4.48,Provisional,UNSPECIFIED
2024-07-07 05:45:00,47,4.47,Provisional,UNSPECIFIED
2024-07-07 05:50:00,47,4.47,Provisional,UNSPECIFIED
2024-07-07 05:55:00,47,4.45,Provisional,UNSPECIFIED
2024-07-07 06:00:00,47,4.45,Provisional,UNSPECIFIED
2024-07-07 06:05:00,47,4.45,Provisional,UNSPECIFIED
2024-07-07 06:10:00,47,4.44,Provisional,UNSPECIFIED
2024-07-07 06:15:00,47,4.44,Provisional,UNSPECIFIED
2024-07-07 06:20:00,47,4.43,Provisional,UNSPECIFIED
2024-07-07 06:25:00,47,4.43,Provisional,UNSPECIFIED
2024-07-07 06:30:00,47,4.43,Provisional,UNSPECIFIED
2024-07-07 06:35:00,47,4.41,Provisional,UNSPECIFIED
2024-07-07 06:40:00,47,4.40,Provisional,UNSPECIFIED
2024-07-07 06:45:00,47,4.40,Provisional,UNSPECIFIED
2024-07-07 06:50:00,47,4.40,Provisional,UNSPECIFIED
2024-07-07 06:55:00,47,4.38,Provisional,UNSPECIFIED
2024-07-07 07:00:00,47,4.38,Provisional,UNSPECIFIED
2024-07-07 07:05:00,47,4.37,Provisional,UNSPECIFIED
2024-07-07 07:10:00,47,4.37,Provisional,UNSPECIFIED
2024-07-07 07:15:00,47,4.36,Provisional,UNSPECIFIED
2024-07-07 07:20:00,47,4.36,Provisional,UNSPECIFIED
2024-07-07 07:25:00,47,4.34,Provisional,UNSPECIFIED
2024-07-07 07:30:00,47,4.34,Provisional,UNSPECIFIED
2024-07-07 07:35:00,47,4.33,Provisional,UNSPECIFIED
2024-07-07 07:40:00,47,4.33,Provisional,UNSPECIFIED
2024-07-07 07:45:00,47,4.32,Provisional,UNSPECIFIED
2024-07-07 07:50:00,47,4.32,Provisional,UNSPECIFIED
2024-07-07 07:55:00,47,4.30,Provisional,UNSPECIFIED
2024-07-07 08:00:00,47,4.30,Provisional,UNSPECIFIED
2024-07-07 08:05:00,47,4.30,Provisional,UNSPECIFIED
2024-07-07 08:10:00,47,4.30,Provisional,UNSPECIFIED
2024-07-07 08:15:00,47,4.29,Provisional,UNSPECIFIED
2024-07-07 08:20:00,47,4.29,Provisional,UNSPECIFIED
2024-07-07 08:25:00,47,4.27,Provisional,UNSPECIFIED
2024-07-07 08:30:00,47,4.27,Provisional,UNSPECIFIED
2024-07-07 08:35:00,47,4.27,Provisional,UNSPECIFIED
2024-07-07 08:40:00,47,4.26,Provisional,UNSPECIFIED
2024-07-07 08:45:00,47,4.25,Provisional,UNSPECIFIED
2024-07-07 08:50:00,47,4.25,Provisional,UNSPECIFIED
2024-07-07 08:55:00,47,4.25,Provisional,UNSPECIFIED
2024-07-07 09:00:00,47,4.25,Provisional,UNSPECIFIED
2024-07-07 09:05:00,47,4.23,Provisional,UNSPECIFIED
2024-07-07 09:10:00,47,4.22,Provisional,UNSPECIFIED
2024-07-07 09:15:00,47,4.22,Provisional,UNSPECIFIED
2024-07-07 09:20:00,47,4.21,Provisional,UNSPECIFIED
2024-07-07 09:25:00,47,4.21,Provisional,UNSPECIFIED
2024-07-07 09:30:00,47,4.21,Provisional,UNSPECIFIED
2024-07-07 09:35:00,47,4.19,Provisional,UNSPECIFIED
2024-07-07 09:40:00,47,4.18,Provisional,UNSPECIFIED
2024-07-07 09:45:00,47,4.16,Provisional,UNSPECIFIED
2024-07-07 09:50:00,47,4.18,Provisional,UNSPECIFIED
2024-07-07 09:55:00,47,4.16,Provisional,UNSPECIFIED
2024-07-07 10:00:00,47,4.16,Provisional,UNSPECIFIED
2024-07-07 10:05:00,47,4.15,Provisional,UNSPECIFIED
2024-07-07 10:10:00,47,4.14,Provisional,UNSPECIFIED
2024-07-07 10:15:00,47,4.14,Provisional,UNSPECIFIED
2024-07-07 10:20:00,47,4.12,Provisional,UNSPECIFIED
2024-07-07 10:25:00,47,4.12,Provisional,UNSPECIFIED
2024-07-07 10:30:00,47,4.11,Provisional,UNSPECIFIED
2024-07-07 10:35:00,47,4.11,Provisional,UNSPECIFIED
2024-07-07 10:40:00,47,4.11,Provisional,UNSPECIFIED
2024-07-07 10:45:00,47,4.10,Provisional,UNSPECIFIED
2024-07-07 10:50:00,47,4.08,Provisional,UNSPECIFIED
2024-07-07 10:55:00,47,4.08,Provisional,UNSPECIFIED
2024-07-07 11:00:00,47,4.08,Provisional,UNSPECIFIED
2024-07-07 11:05:00,47,4.07,Provisional,UNSPECIFIED
2024-07-07 11:10:00,47,4.06,Provisional,UNSPECIFIED
2024-07-07 11:15:00,47,4.06,Provisional,UNSPECIFIED
2024-07-07 11:20:00,47,4.06,Provisional,UNSPECIFIED
2024-07-07 11:25:00,47,4.04,Provisional,UNSPECIFIED
2024-07-07 11:30:00,47,4.03,Provisional,UNSPECIFIED
2024-07-07 11:35:00,47,4.03,Provisional,UNSPECIFIED
2024-07-07 11:40:00,47,4.04,Provisional,UNSPECIFIED
2024-07-07 11:45:00,47,4.03,Provisional,UNSPECIFIED
2024-07-07 11:50:00,47,4.03,Provisional,UNSPECIFIED
2024-07-07 11:55:00,47,4.02,Provisional,UNSPECIFIED
2024-07-07 12:00:00,47,4.00,Provisional,UNSPECIFIED
2024-07-07 12:05:00,47,4.00,Provisional,UNSPECIFIED
2024-07-07 12:10:00,47,4.00,Provisional,UNSPECIFIED
2024-07-07 12:15:00,47,4.00,Provisional,UNSPECIFIED
2024-07-07 12:20:00,47,3.99,Provisional,UNSPECIFIED
2024-07-07 12:25:00,47,3.99,Provisional,UNSPECIFIED
2024-07-07 12:30:00,47,3.98,Provisional,UNSPECIFIED
2024-07-07 12:35:00,47,3.98,Provisional,UNSPECIFIED
2024-07-07 12:40:00,47,3.98,Provisional,UNSPECIFIED
2024-07-07 12:45:00,47,3.96,Provisional,UNSPECIFIED
2024-07-07 12:50:00,47,3.96,Provisional,UNSPECIFIED
2024-07-07 12:55:00,47,3.96,Provisional,UNSPECIFIED
2024-07-07 13:00:00,47,3.94,Provisional,UNSPECIFIED
2024-07-07 13:05:00,47,3.94,Provisional,UNSPECIFIED
2024-07-07 13:10:00,47,3.92,Provisional,UNSPECIFIED
2024-07-07 13:15:00,47,3.94,Provisional,UNSPECIFIED
2024-07-07 13:20:00,47,3.91,Provisional,UNSPECIFIED
2024-07-07 13:25:00,47,3.91,Provisional,UNSPECIFIED
2024-07-07 13:30:00,47,3.91,Provisional,UNSPECIFIED
2024-07-07 13:35:00,47,3.91,Provisional,UNSPECIFIED
2024-07-07 13:40:00,47,3.91,Provisional,UNSPECIFIED
2024-07-07 13:45:00,47,3.88,Provisional,UNSPECIFIED
2024-07-07 13:50:00,47,3.88,Provisional,UNSPECIFIED
2024-07-07 13:55:00,47,3.88,Provisional,UNSPECIFIED
2024-07-07 14:00:00,47,3.88,Provisional,UNSPECIFIED
2024-07-07 14:05:00,47,3.88,Provisional,UNSPECIFIED
2024-07-07 14:10:00,47,3.87,Provisional,UNSPECIFIED
2024-07-07 14:15:00,47,3.87,Provisional,UNSPECIFIED
2024-07-07 14:20:00,47,3.87,Provisional,UNSPECIFIED
2024-07-07 14:25:00,47,3.87,Provisional,UNSPECIFIED
2024-07-07 14:30:00,47,3.86,Provisional,UNSPECIFIED
2024-07-07 14:35:00,47,3.84,Provisional,UNSPECIFIED
2024-07-07 14:40:00,47,3.84,Provisional,UNSPECIFIED
2024-07-07 14:45:00,47,3.84,Provisional,UNSPECIFIED
2024-07-07 14:50:00,47,3.84,Provisional,UNSPECIFIED
2024-07-07 14:55:00,47,3.83,Provisional,UNSPECIFIED
2024-07-07 15:00:00,47,3.82,Provisional,UNSPECIFIED
2024-07-07 15:05:00,47,3.82,Provisional,UNSPECIFIED
2024-07-07 15:10:00,47,3.82,Provisional,UNSPECIFIED
2024-07-07 15:15:00,47,3.81,Provisional,UNSPECIFIED
2024-07-07 15:20:00,47,3.79,Provisional,UNSPECIFIED
2024-07-07 15:25:00,47,3.79,Provisional,UNSPECIFIED
2024-07-07 15:30:00,47,3.79,Provisional,UNSPECIFIED
2024-07-07 15:35:00,47,3.79,Provisional,UNSPECIFIED
2024-07-07 15:40:00,47,3.79,Provisional,UNSPECIFIED
2024-07-07 15:45:00,47,3.79,Provisional,UNSPECIFIED
2024-07-07 15:50:00,47,3.77,Provisional,UNSPECIFIED
2024-07-07 15:55:00,47,3.78,Provisional,UNSPECIFIED
2024-07-07 16:00:00,47,3.77,Provisional,UNSPECIFIED
2024-07-07 16:05:00,47,3.75,Provisional,UNSPECIFIED
2024-07-07 16:10:00,47,3.77,Provisional,UNSPECIFIED
2024-07-07 16:15:00,47,3.75,Provisional,UNSPECIFIED
2024-07-07 16:20:00,47,3.75,Provisional,UNSPECIFIED
2024-07-07 16:25:00,47,3.75,Provisional,UNSPECIFIED
2024-07-07 16:30:00,47,3.74,Provisional,UNSPECIFIED
2024-07-07 16:35:00,47,3.74,Provisional,UNSPECIFIED
2024-07-07 16:40:00,47,3.73,Provisional,UNSPECIFIED
2024-07-07 16:45:00,47,3.73,Provisional,UNSPECIFIED
2024-07-07 16:50:00,47,3.73,Provisional,UNSPECIFIED
2024-07-07 16:55:00,47,3.71,Provisional,UNSPECIFIED
2024-07-07 17:00:00,47,3.71,Provisional,UNSPECIFIED
2024-07-07 17:05:00,47,3.71,Provisional,UNSPECIFIED
2024-07-07 17:10:00,47,3.71,Provisional,UNSPECIFIED
2024-07-07 17:15:00,47,3.70,Provisional,UNSPECIFIED
2024-07-07 17:20:00,47,3.70,Provisional,UNSPECIFIED
2024-07-07 17:25:00,47,3.70,Provisional,UNSPECIFIED
2024-07-07 17:30:00,47,3.69,Provisional,UNSPECIFIED
2024-07-07 17:35:00,47,3.69,Provisional,UNSPECIFIED
2024-07-07 17:40:00,47,3.69,Provisional,UNSPECIFIED
2024-07-07 17:45:00,47,3.68,Provisional,UNSPECIFIED
2024-07-07 17:50:00,47,3.68,Provisional,UNSPECIFIED
2024-07-07 17:55:00,47,3.68,Provisional,UNSPECIFIED
2024-07-07 18:00:00,47,3.66,Provisional,UNSPECIFIED
2024-07-07 18:05:00,47,3.66,Provisional,UNSPECIFIED
2024-07-07 18:10:00,47,3.66,Provisional,UNSPECIFIED
2024-07-07 18:15:00,47,3.65,Provisional,UNSPECIFIED
2024-07-07 18:20:00,47,3.65,Provisional,UNSPECIFIED
2024-07-07 18:25:00,47,3.64,Provisional,UNSPECIFIED
2024-07-07 18:30:00,47,3.65,Provisional,UNSPECIFIED
2024-07-07 18:35:00,47,3.64,Provisional,UNSPECIFIED
2024-07-07 18:40:00,47,3.64,Provisional,UNSPECIFIED
2024-07-07 18:45:00,47,3.64,Provisional,UNSPECIFIED
2024-07-07 18:50:00,47,3.63,Provisional,UNSPECIFIED
2024-07-07 18:55:00,47,3.63,Provisional,UNSPECIFIED
2024-07-07 19:00:00,47,3.63,Provisional,UNSPECIFIED
2024-07-07 19:05:00,47,3.61,Provisional,UNSPECIFIED
2024-07-07 19:10:00,47,3.61,Provisional,UNSPECIFIED
2024-07-07 19:15:00,47,3.61,Provisional,UNSPECIFIED
2024-07-07 19:20:00,47,3.60,Provisional,UNSPECIFIED
2024-07-07 19:25:00,47,3.60,Provisional,UNSPECIFIED
2024-07-07 19:30:00,47,3.60,Provisional,UNSPECIFIED
2024-07-07 19:35:00,47,3.60,Provisional,UNSPECIFIED
2024-07-07 19:40:00,47,3.59,Provisional,UNSPECIFIED
2024-07-07 19:45:00,47,3.59,Provisional,UNSPECIFIED
2024-07-07 19:50:00,47,3.58,Provisional,UNSPECIFIED
2024-07-07 19:55:00,47,3.58,Provisional,UNSPECIFIED
2024-07-07 20:00:00,47,3.58,Provisional,UNSPECIFIED
2024-07-07 20:05:00,47,3.58,Provisional,UNSPECIFIED
2024-07-07 20:10:00,47,3.58,Provisional,UNSPECIFIED
2024-07-07 20:15:00,47,3.56,Provisional,UNSPECIFIED
2024-07-07 20:20:00,47,3.56,Provisional,UNSPECIFIED
2024-07-07 20:25:00,47,3.55,Provisional,UNSPECIFIED
2024-07-07 20:30:00,47,3.56,Provisional,UNSPECIFIED
2024-07-07 20:35:00,47,3.55,Provisional,UNSPECIFIED
2024-07-07 20:40:00,47,3.55,Provisional,UNSPECIFIED
2024-07-07 20:45:00,47,3.55,Provisional,UNSPECIFIED
2024-07-07 20:50:00,47,3.55,Provisional,UNSPECIFIED
2024-07-07 20:55:00,47,3.54,Provisional,UNSPECIFIED
2024-07-07 21:00:00,47,3.54,Provisional,UNSPECIFIED
2024-07-07 21:05:00,47,3.54,Provisional,UNSPECIFIED
2024-07-07 21:10:00,47,3.52,Provisional,UNSPECIFIED
2024-07-07 21:15:00,47,3.52,Provisional,UNSPECIFIED
2024-07-07 21:20:00,47,3.52,Provisional,UNSPECIFIED
2024-07-07 21:25:00,47,3.52,Provisional,UNSPECIFIED
2024-07-07 21:30:00,47,3.51,Provisional,UNSPECIFIED
2024-07-07 21:35:00,47,3.51,Provisional,UNSPECIFIED
2024-07-07 21:40:00,47,3.51,Provisional,UNSPECIFIED
2024-07-07 21:45:00,47,3.50,Provisional,UNSPECIFIED
2024-07-07 21:50:00,47,3.50,Provisional,UNSPECIFIED
2024-07-07 21:55:00,47,3.49,Provisional,UNSPECIFIED
2024-07-07 22:00:00,47,3.50,Provisional,UNSPECIFIED
2024-07-07 22:05:00,47,3.49,Provisional,UNSPECIFIED
2024-07-07 22:10:00,47,3.48,Provisional,UNSPECIFIED
2024-07-07 22:15:00,47,3.49,Provisional,UNSPECIFIED
2024-07-07 22:20:00,47,3.49,Provisional,UNSPECIFIED
2024-07-07 22:25:00,47,3.48,Provisional,UNSPECIFIED
2024-07-07 22:30:00,47,3.48,Provisional,UNSPECIFIED
2024-07-07 22:35:00,47,3.48,Provisional,UNSPECIFIED
2024-07-07 22:40:00,47,3.46,Provisional,UNSPECIFIED
2024-07-07 22:45:00,47,3.46,Provisional,UNSPECIFIED
2024-07-07 22:50:00,47,3.46,Provisional,UNSPECIFIED
2024-07-07 22:55:00,47,3.46,Provisional,UNSPECIFIED
2024-07-07 23:00:00,47,3.46,Provisional,UNSPECIFIED
2024-07-07 23:05:00,47,3.45,Provisional,UNSPECIFIED
2024-07-07 23:10:00,47,3.45,Provisional,UNSPECIFIED
2024-07-07 23:15:00,47,3.44,Provisional,UNSPECIFIED
2024-07-07 23:20:00,47,3.44,Provisional,UNSPECIFIED
2024-07-07 23:25:00,47,3.44,Provisional,UNSPECIFIED
2024-07-07 23:30:00,47,3.44,Provisional,UNSPECIFIED
2024-07-07 23:35:00,47,3.44,Provisional,UNSPECIFIED
2024-07-07 23:40:00,47,3.43,Provisional,UNSPECIFIED
2024-07-07 23:45:00,47,3.43,Provisional,UNSPECIFIED
2024-07-07 23:50:00,47,3.43,Provisional,UNSPECIFIED
2024-07-07 23:55:00,47,3.43,Provisional,UNSPECIFIED
2024-07-08 00:00:00,47,3.43,Provisional,UNSPECIFIED
2024-07-08 00:05:00,47,3.41,Provisional,UNSPECIFIED
2024-07-08 00:10:00,47,3.41,Provisional,UNSPECIFIED
2024-07-08 00:15:00,47,3.41,Provisional,UNSPECIFIED
2024-07-08 00:20:00,47,3.41,Provisional,UNSPECIFIED
2024-07-08 00:25:00,47,3.40,Provisional,UNSPECIFIED
2024-07-08 00:30:00,47,3.40,Provisional,UNSPECIFIED
2024-07-08 00:35:00,47,3.40,Provisional,UNSPECIFIED
2024-07-08 00:40:00,47,3.39,Provisional,UNSPECIFIED
2024-07-08 00:45:00,47,3.39,Provisional,UNSPECIFIED
2024-07-08 00:50:00,47,3.40,Provisional,UNSPECIFIED
2024-07-08 00:55:00,47,3.39,Provisional,UNSPECIFIED
2024-07-08 01:00:00,47,3.38,Provisional,UNSPECIFIED
2024-07-08 01:05:00,47,3.38,Provisional,UNSPECIFIED
2024-07-08 01:10:00,47,3.38,Provisional,UNSPECIFIED
2024-07-08 01:15:00,47,3.38,Provisional,UNSPECIFIED
2024-07-08 01:20:00,47,3.36,Provisional,UNSPECIFIED
2024-07-08 01:25:00,47,3.36,Provisional,UNSPECIFIED
2024-07-08 01:30:00,47,3.38,Provisional,UNSPECIFIED
2024-07-08 01:35:00,47,3.36,Provisional,UNSPECIFIED
2024-07-08 01:40:00,47,3.36,Provisional,UNSPECIFIED
2024-07-08 01:45:00,47,3.36,Provisional,UNSPECIFIED
2024-07-08 01:50:00,47,3.36,Provisional,UNSPECIFIED
2024-07-08 01:55:00,47,3.35,Provisional,UNSPECIFIED
2024-07-08 02:00:00,47,3.34,Provisional,UNSPECIFIED
2024-07-08 02:05:00,47,3.35,Provisional,UNSPECIFIED
2024-07-08 02:10:00,47,3.34,Provisional,UNSPECIFIED
2024-07-08 02:15:00,47,3.34,Provisional,UNSPECIFIED
2024-07-08 02:20:00,47,3.34,Provisional,UNSPECIFIED
2024-07-08 02:25:00,47,3.34,Provisional,UNSPECIFIED
2024-07-08 02:30:00,47,3.33,Provisional,UNSPECIFIED
2024-07-08 02:35:00,47,3.33,Provisional,UNSPECIFIED
2024-07-08 02:40:00,47,3.33,Provisional,UNSPECIFIED
2024-07-08 02:45:00,47,3.33,Provisional,UNSPECIFIED
2024-07-08 02:50:00,47,3.32,Provisional,UNSPECIFIED
2024-07-08 02:55:00,47,3.32,Provisional,UNSPECIFIED
2024-07-08 03:00:00,47,3.32,Provisional,UNSPECIFIED
2024-07-08 03:05:00,47,3.32,Provisional,UNSPECIFIED
2024-07-08 03:10:00,47,3.32,Provisional,UNSPECIFIED
2024-07-08 03:15:00,47,3.32,Provisional,UNSPECIFIED
2024-07-08 03:20:00,47,3.32,Provisional,UNSPECIFIED
2024-07-08 03:25:00,47,3.32,Provisional,UNSPECIFIED
2024-07-08 03:30:00,47,3.30,Provisional,UNSPECIFIED
2024-07-08 03:35:00,47,3.30,Provisional,UNSPECIFIED
2024-07-08 03:40:00,47,3.30,Provisional,UNSPECIFIED
2024-07-08 03:45:00,47,3.30,Provisional,UNSPECIFIED
2024-07-08 03:50:00,47,3.29,Provisional,UNSPECIFIED
2024-07-08 03:55:00,47,3.29,Provisional,UNSPECIFIED
2024-07-08 04:00:00,47,3.29,Provisional,UNSPECIFIED
2024-07-08 04:05:00,47,3.29,Provisional,UNSPECIFIED
2024-07-08 04:10:00,47,3.29,Provisional,UNSPECIFIED
2024-07-08 04:15:00,47,3.28,Provisional,UNSPECIFIED
2024-07-08 04:20:00,47,3.28,Provisional,UNSPECIFIED
2024-07-08 04:25:00,47,3.28,Provisional,UNSPECIFIED
2024-07-08 04:30:00,47,3.28,Provisional,UNSPECIFIED
2024-07-08 04:35:00,47,3.28,Provisional,UNSPECIFIED
2024-07-08 04:40:00,47,3.28,Provisional,UNSPECIFIED
2024-07-08 04:45:00,47,3.27,Provisional,UNSPECIFIED
2024-07-08 04:50:00,47,3.27,Provisional,UNSPECIFIED
2024-07-08 04:55:00,47,3.27,Provisional,UNSPECIFIED
2024-07-08 05:00:00,47,3.27,Provisional,UNSPECIFIED
2024-07-08 05:05:00,47,3.27,Provisional,UNSPECIFIED
2024-07-08 05:10:00,47,3.26,Provisional,UNSPECIFIED
2024-07-08 05:15:00,47,3.26,Provisional,UNSPECIFIED
2024-07-08 05:20:00,47,3.26,Provisional,UNSPECIFIED
2024-07-08 05:25:00,47,3.26,Provisional,UNSPECIFIED
2024-07-08 05:30:00,47,3.26,Provisional,UNSPECIFIED
2024-07-08 05:35:00,47,3.24,Provisional,UNSPECIFIED
2024-07-08 05:40:00,47,3.24,Provisional,UNSPECIFIED
2024-07-08 05:45:00,47,3.24,Provisional,UNSPECIFIED
2024-07-08 05:50:00,47,3.24,Provisional,UNSPECIFIED
2024-07-08 05:55:00,47,3.24,Provisional,UNSPECIFIED
2024-07-08 06:00:00,47,3.23,Provisional,UNSPECIFIED
2024-07-08 06:05:00,47,3.23,Provisional,UNSPECIFIED
2024-07-08 06:10:00,47,3.23,Provisional,UNSPECIFIED
2024-07-08 06:15:00,47,3.23,Provisional,UNSPECIFIED
2024-07-08 06:20:00,47,3.23,Provisional,UNSPECIFIED
2024-07-08 06:25:00,47,3.22,Provisional,UNSPECIFIED
2024-07-08 06:30:00,47,3.22,Provisional,UNSPECIFIED
2024-07-08 06:35:00,47,3.22,Provisional,UNSPECIFIED
2024-07-08 06:40:00,47,3.22,Provisional,UNSPECIFIED
2024-07-08 06:45:00,47,3.22,Provisional,UNSPECIFIED
2024-07-08 06:50:00,47,3.22,Provisional,UNSPECIFIED
2024-07-08 06:55:00,47,3.21,Provisional,UNSPECIFIED
2024-07-08 07:00:00,47,3.22,Provisional,UNSPECIFIED
2024-07-08 07:05:00,47,3.21,Provisional,UNSPECIFIED
2024-07-08 07:10:00,47,3.21,Provisional,UNSPECIFIED
2024-07-08 07:15:00,47,3.20,Provisional,UNSPECIFIED
2024-07-08 07:20:00,47,3.20,Provisional,UNSPECIFIED
2024-07-08 07:25:00,47,3.20,Provisional,UNSPECIFIED
2024-07-08 07:30:00,47,3.20,Provisional,UNSPECIFIED
2024-07-08 07:35:00,47,3.20,Provisional,UNSPECIFIED
2024-07-08 07:40:00,47,3.18,Provisional,UNSPECIFIED
2024-07-08 07:45:00,47,3.20,Provisional,UNSPECIFIED
2024-07-08 07:50:00,47,3.18,Provisional,UNSPECIFIED
2024-07-08 07:55:00,47,3.18,Provisional,UNSPECIFIED
2024-07-08 08:00:00,47,3.18,Provisional,UNSPECIFIED
2024-07-08 08:05:00,47,3.18,Provisional,UNSPECIFIED
2024-07-08 08:10:00,47,3.18,Provisional,UNSPECIFIED
2024-07-08 08:15:00,47,3.17,Provisional,UNSPECIFIED
2024-07-08 08:20:00,47,3.17,Provisional,UNSPECIFIED
2024-07-08 08:25:00,47,3.17,Provisional,UNSPECIFIED
2024-07-08 08:30:00,47,3.17,Provisional,UNSPECIFIED
2024-07-08 08:35:00,47,3.17,Provisional,UNSPECIFIED
2024-07-08 08:40:00,47,3.17,Provisional,UNSPECIFIED
2024-07-08 08:45:00,47,3.17,Provisional,UNSPECIFIED
2024-07-08 08:50:00,47,3.17,Provisional,UNSPECIFIED
2024-07-08 08:55:00,47,3.17,Provisional,UNSPECIFIED
2024-07-08 09:00:00,47,3.16,Provisional,UNSPECIFIED
2024-07-08 09:05:00,47,3.16,Provisional,UNSPECIFIED
2024-07-08 09:10:00,47,3.16,Provisional,UNSPECIFIED
2024-07-08 09:15:00,47,3.16,Provisional,UNSPECIFIED
2024-07-08 09:20:00,47,3.16,Provisional,UNSPECIFIED
2024-07-08 09:25:00,47,3.16,Provisional,UNSPECIFIED
2024-07-08 09:30:00,47,3.16,Provisional,UNSPECIFIED
2024-07-08 09:35:00,47,3.16,Provisional,UNSPECIFIED
2024-07-08 09:40:00,47,3.15,Provisional,UNSPECIFIED
2024-07-08 09:45:00,47,3.16,Provisional,UNSPECIFIED
2024-07-08 09:50:00,47,3.15,Provisional,UNSPECIFIED
2024-07-08 09:55:00,47,3.16,Provisional,UNSPECIFIED
2024-07-08 10:00:00,47,3.16,Provisional,UNSPECIFIED
2024-07-08 10:05:00,47,3.15,Provisional,UNSPECIFIED
2024-07-08 10:10:00,47,3.15,Provisional,UNSPECIFIED
2024-07-08 10:15:00,47,3.14,Provisional,UNSPECIFIED
2024-07-08 10:20:00,47,3.14,Provisional,UNSPECIFIED
2024-07-08 10:25:00,47,3.14,Provisional,UNSPECIFIED
2024-07-08 10:30:00,47,3.14,Provisional,UNSPECIFIED
2024-07-08 10:35:00,47,3.14,Provisional,UNSPECIFIED
2024-07-08 10:40:00,47,3.14,Provisional,UNSPECIFIED
2024-07-08 10:45:00,47,3.14,Provisional,UNSPECIFIED
2024-07-08 10:50:00,47,3.14,Provisional,UNSPECIFIED
2024-07-08 10:55:00,47,3.13,Provisional,UNSPECIFIED
2024-07-08 11:00:00,47,3.13,Provisional,UNSPECIFIED
2024-07-08 11:05:00,47,3.13,Provisional,UNSPECIFIED
2024-07-08 11:10:00,47,3.13,Provisional,UNSPECIFIED
2024-07-08 11:15:00,47,3.13,Provisional,UNSPECIFIED
2024-07-08 11:20:00,47,3.13,Provisional,UNSPECIFIED
2024-07-08 11:25:00,47,3.13,Provisional,UNSPECIFIED
2024-07-08 11:30:00,47,3.13,Provisional,UNSPECIFIED
2024-07-08 11:35:00,47,3.11,Provisional,UNSPECIFIED
2024-07-08 11:40:00,47,3.11,Provisional,UNSPECIFIED
2024-07-08 11:45:00,47,3.11,Provisional,UNSPECIFIED
2024-07-08 11:50:00,47,3.11,Provisional,UNSPECIFIED
2024-07-08 11:55:00,47,3.10,Provisional,UNSPECIFIED
2024-07-08 12:00:00,47,3.11,Provisional,UNSPECIFIED
2024-07-08 12:05:00,47,3.10,Provisional,UNSPECIFIED
2024-07-08 12:10:00,47,3.10,Provisional,UNSPECIFIED
2024-07-08 12:15:00,47,3.10,Provisional,UNSPECIFIED
2024-07-08 12:20:00,47,3.10,Provisional,UNSPECIFIED
2024-07-08 12:25:00,47,3.09,Provisional,UNSPECIFIED
2024-07-08 12:30:00,47,3.10,Provisional,UNSPECIFIED
2024-07-08 12:35:00,47,3.09,Provisional,UNSPECIFIED
2024-07-08 12:40:00,47,3.10,Provisional,UNSPECIFIED
2024-07-08 12:45:00,47,3.10,Provisional,UNSPECIFIED
2024-07-08 12:50:00,47,3.09,Provisional,UNSPECIFIED
2024-07-08 12:55:00,47,3.09,Provisional,UNSPECIFIED
2024-07-08 13:00:00,47,3.09,Provisional,UNSPECIFIED
2024-07-08 13:05:00,47,3.08,Provisional,UNSPECIFIED
2024-07-08 13:10:00,47,3.08,Provisional,UNSPECIFIED
2024-07-08 13:15:00,47,3.08,Provisional,UNSPECIFIED
2024-07-08 13:20:00,47,3.08,Provisional,UNSPECIFIED
2024-07-08 13:25:00,47,3.07,Provisional,UNSPECIFIED
2024-07-08 13:30:00,47,3.08,Provisional,UNSPECIFIED
2024-07-08 13:35:00,47,3.08,Provisional,UNSPECIFIED
2024-07-08 13:40:00,47,3.07,Provisional,UNSPECIFIED
